"!A_NAME","A_TAG","A_NEXT","A_DESC","A_ISCAN","A_SCANT","A_SMOTH","A_IODV","A_IOHT","A_IOAD","A_IOSC","A_ELO","A_EHI","A_EGUDESC","A_IAM","A_IENAB","A_ADI","A_LOLO","A_LO","A_HI","A_HIHI","A_ROC","A_DBAND","A_PRI","A_EOUT","A_SA1","A_SA2","A_SA3","A_AREA1","A_AREA2","A_AREA3","A_AREA4","A_AREA5","A_AREA6","A_AREA7","A_AREA8","A_AREA9","A_AREA10","A_AREA11","A_AREA12","A_AREA13","A_AREA14","A_AREA15","A_ALMEXT1","A_ALMEXT2","A_ESIGTYPE","A_ESIGCONT","A_ESIGACK","A_ESIGTRAP","A_ESIGREQ_COMMENT","A_PDR_UPDATERATE","A_PDR_ACCESSTIME","A_PDR_DEADBAND","A_PDR_LATCHDATA","A_PDR_DISABLEOUT","A_PDR_ARRAYLENGTH","A_HIST_DESC","A_HIST_COLLECT","A_HIST_INTERVAL","A_HIST_OFFSET","A_HIST_TIMERES","A_HIST_COMPRESS","A_HIST_DEADBAND","A_HIST_COMPTYPE","A_HIST_COMPTIME","A_SCALE_ENABLED","A_SCALE_CLAMP","A_SCALE_USEEGU","A_SCALE_RAWLOW","A_SCALE_RAWHIGH","A_SCALE_LOW","A_SCALE_HIGH!"
"AI","276WT100AI","276WT100CA","Vejetransmitter silo 13","ON","1","0","IDS","","siemens.s7400.276WT100AI","","0","1,500","kg","AUTO","DISABLE","NONE","0","0","300","300","0","15","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1,500"
"AI","277WT100AI","277WT100CA","Vejetransmitter silo 14","ON","1","0","IDS","","siemens.s7400.277WT100AI","","0","1,500","kg","AUTO","DISABLE","NONE","0","0","300","300","0","15","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1,500"
"AI","278WT100AI","278WT100CA","Vejetransmitter silo 15","ON","1","0","IDS","","siemens.s7400.278WT100AI","","0","1,500","kg","AUTO","DISABLE","NONE","0","0","300","300","0","15","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1,500"
"AI","279WT100AI","279WT100CA","Vejetransmitter silo 16","ON","1","0","IDS","","siemens.s7400.279WT100AI","","0","1,500","kg","AUTO","DISABLE","NONE","0","0","300","300","0","15","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1,500"
"AI","280WT100AI","280WT100CA","Vejetransmitter silo 17","ON","1","0","IDS","","siemens.s7400.280WT100AI","","0","1,500","kg","AUTO","DISABLE","NONE","0","0","300","300","0","15","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1,500"
"AI","281WT100AI","281WT100CA","Vejetransmitter silo 18","ON","1","0","IDS","","siemens.s7400.281WT100AI","","0","1,500","kg","AUTO","DISABLE","NONE","0","0","300","300","0","15","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","1,500"
"AI","295WT100AI","295WT100CA","V??gt melsilo","ON","1","0","IDS","","siemens.s7400.295WT100AI","","0.0","1,000.0","kg.","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","1,000.0"
"AI","305FT400AI","305FT400CA","Flow ventilation","ON","1","0","IDS","","siemens.s7400.305FT400AI","","0.0","500.0","l/s","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","500.0"
"AI","305NH180AI","305NH180CA","NH3 m??ling Mixer 305","ON","1","0","IDS","","siemens.s7400.305NH180AI","","0.0","100.0","ppm","AUTO","DISABLE","NONE","0.0","0.0","20.0","20.0","0.0","1.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305PC400CV","305PC400CACV","PID Contoller ventilation control val","ON","1","0","IDS","","siemens.s7400.305PC400CV","","0.0","100.0","%","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305PC400DB","","PID Contoller ventilation dead band","ON","1","0","IDS","","siemens.s7400.305PC400DB","","0.0","100.0","MS","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305PC400GAIN","","PID Contoller ventilation gain","ON","1","0","IDS","","siemens.s7400.305PC400GAIN","","-999.9999","999.9999","","AUTO","DISABLE","NONE","-999.9999","-999.9999","999.9999","999.9999","0.0000","100.0000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0000","65,535.0000","-999.9999","999.9999"
"AI","305PC400MAN","","PID Contoller ventilation manuel out","ON","1","0","IDS","","siemens.s7400.305PC400MAN","","0","100","%","AUTO","DISABLE","NONE","0","0","100","100","0","5","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","100"
"AI","305PC400OMAX","","PID Contoller ventilation output max","ON","1","0","IDS","","siemens.s7400.305PC400OMAX","","0.0","999,999.9","MS","AUTO","DISABLE","NONE","0.0","0.0","999,999.9","999,999.9","0.0","50,000.0","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","999,999.9"
"AI","305PC400OMIN","","PID Contoller ventilation output min","ON","1","0","IDS","","siemens.s7400.305PC400OMIN","","0.0","999,999.9","MS","AUTO","DISABLE","NONE","0.0","0.0","999,999.9","999,999.9","0.0","50,000.0","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","999,999.9"
"AI","305PC400PV","305PC400CAPV","PID Contoller ventilation process val","ON","1","0","IDS","","siemens.s7400.305PC400PV","","0.0","200.0","l/s","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","200.0"
"AI","305PC400SP","305PC400CASP","PID Contoller ventilation setpoint val","ON","1","0","IDS","","siemens.s7400.305PC400SP","","0.0","200.0","l/s","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","200.0"
"AI","305PC400TD","","PID Contoller ventilation derivative tim","ON","1","0","IDS","","siemens.s7400.305PC400TD","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305PC400TI","","PID Contoller ventilation reset time","ON","1","0","IDS","","siemens.s7400.305PC400TI","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305PT400AI","305PT400CA","Tryk ventilation","ON","1","0","IDS","","siemens.s7400.305PT400AI","","0.0","500.0","Pa","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","500.0"
"AI","305SC100PIW","","Statusord VLT 305SC100","ON","1","0","IDS","","siemens.s7400.305SC100PIW","","0.00","100.00","","AUTO","DISABLE","NONE","0.00","0.00","100.00","100.00","0.00","5.00","LOW","NO","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.00","65,535.00","0.00","100.00"
"AI","305TC900CV","305TC900CACV","PID Contoller mixer 305 control val","ON","1","0","IDS","","siemens.s7400.305TC900CV","","0","100","%","AUTO","DISABLE","NONE","0","0","100","100","0","5","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","100"
"AI","305TC900DB","","PID Contoller mixer 305 dead band","ON","1","0","IDS","","siemens.s7400.305TC900DB","","0.0","100.0","MS","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305TC900GAIN","","PID Contoller mixer 305 gain","ON","1","0","IDS","","siemens.s7400.305TC900GAIN","","-999.9999","999.9999","","AUTO","DISABLE","NONE","-999.9999","-999.9999","999.9999","999.9999","0.0000","100.0000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0000","65,535.0000","-999.9999","999.9999"
"AI","305TC900MAN","","PID Contoller mixer 305 manuel out","ON","1","0","IDS","","siemens.s7400.305TC900MAN","","0.0","100.0","%","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305TC900OMAX","","PID Contoller mixer 305 output max","ON","1","0","IDS","","siemens.s7400.305TC900OMAX","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305TC900OMIN","","PID Contoller mixer 305 output min","ON","1","0","IDS","","siemens.s7400.305TC900OMIN","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305TC900PV","305TC900CAPV","PID Contoller mixer 305 process val","ON","1","0","IDS","","siemens.s7400.305TC900PV","","0.0","200.0","MS","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","200.0"
"AI","305TC900SP","305TC900CASP","PID Contoller mixer 305 setpoint val","ON","1","0","IDS","","siemens.s7400.305TC900SP","","0.0","200.0","??C","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","200.0"
"AI","305TC900TD","","PID Contoller mixer 305 derivative time","ON","1","0","IDS","","siemens.s7400.305TC900TD","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305TC900TI","","PID Contoller mixer 305 reset time","ON","1","0","IDS","","siemens.s7400.305TC900TI","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305TC901CV","305TC901CACV","PID Contoller mixer 305 jacket control v","ON","1","0","IDS","","siemens.s7400.305TC901CV","","0","110","%","AUTO","DISABLE","NONE","0","0","110","110","0","6","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","110"
"AI","305TC901DB","","PID Contoller mixer 305 jacket dead band","ON","1","0","IDS","","siemens.s7400.305TC901DB","","0.0","100.0","MS","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305TC901GAIN","","PID Contoller mixer 305 jacket gain","ON","1","0","IDS","","siemens.s7400.305TC901GAIN","","-999.9999","999.9999","","AUTO","DISABLE","NONE","-999.9999","-999.9999","999.9999","999.9999","0.0000","100.0000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0000","65,535.0000","-999.9999","999.9999"
"AI","305TC901MAN","","PID Contoller mixer 305 jacket manuel ou","ON","1","0","IDS","","siemens.s7400.305TC901MAN","","0.0","100.0","%","AUTO","DISABLE","NONE","0.0","0.0","100.0","100.0","0.0","5.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","100.0"
"AI","305TC901OMAX","","PID Contoller mixer 305 jacket output ma","ON","1","0","IDS","","siemens.s7400.305TC901OMAX","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305TC901OMIN","","PID Contoller mixer 305 jacket output mi","ON","1","0","IDS","","siemens.s7400.305TC901OMIN","","0","9,999,999","MS","AUTO","DISABLE","NONE","0","0","9,999,999","9,999,999","0","500,000","LOW","YES","FP_ADVANCED","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0","65,535","0","9,999,999"
"AI","305TC901PV","305TC901CAPV","PID Contoller mixer 305 jacket process v","ON","1","0","IDS","","siemens.s7400.305TC901PV","","0.0","200.0","MS","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","200.0"
"AI","305TC901SP","305TC901CASP","PID Contoller mixer 305 jacket setpoint","ON","1","0","IDS","","siemens.s7400.305TC901SP","","0.0","200.0","??C","AUTO","DISABLE","NONE","0.0","0.0","200.0","200.0","0.0","10.0","LOW","YES","NONE","NONE","NONE","ALL","","","","","","","","","","","","","","","","","NONE","YES","NO","REJECT","NO","1,000","300,000","0","NO","NO","0","","NO","5,000.0","0.0","Milliseconds","DISABLE","0.0000","Absolute","0","NO","NO","YES","0.0","65,535.0","0.0","200.0"
